5.999526 1.363910 1
2.618109 3.553557 0
1.083066 4.533666 0
6.428049 4.737827 1
1.526735 6.074934 0
2.008719 4.335030 0
6.538635 5.718932 0
2.747000 3.338795 1
2.974192 1.541428 1
2.230398 4.140465 0
6.376624 1.199559 1
5.425102 5.468927 0
3.978975 3.977165 1
3.215004 3.353804 1
2.052297 2.248223 1
4.375094 2.115565 1
3.143970 6.170724 0
1.918507 1.477998 1
4.535805 1.423723 1
6.401143 3.150045 1
6.490057 3.623981 1
1.437840 3.718678 0
6.194960 3.730318 1
4.765683 2.543230 1
1.046015 3.274347 0
5.986968 3.853579 1
4.851788 5.857931 0
3.877027 2.218493 1
2.286361 1.665333 1
3.827313 5.143610 0
3.083292 2.152738 1
4.896842 3.742109 1
5.705701 4.479482 1
5.465669 5.467557 0
3.404923 6.930542 0
3.382809 4.491595 0
4.278650 1.944205 1
1.058727 3.722736 0
2.676088 5.394411 0
1.656121 2.275352 1
3.266505 1.567644 1
2.570492 3.967181 0
2.960778 5.345725 0
2.235373 6.069916 0
1.548783 6.651929 0
2.733200 2.449588 1
3.821466 1.661854 1
6.366538 5.681363 0
4.577528 6.551436 0
5.980008 5.618842 0
5.763537 5.563684 0
2.144076 3.091630 0
5.307421 4.151174 1
3.132976 3.226489 1
5.492534 4.982211 0
4.370398 4.997834 0
5.655393 6.884487 0
3.120327 1.121920 1
6.719884 4.070362 1
4.273718 1.783132 1
4.837593 4.798172 0
6.611508 4.278363 1
5.214195 6.959782 0
6.979354 5.914276 0
2.709571 6.647580 0
4.727120 5.398878 0
4.250845 3.280532 1
1.343622 2.996368 0
3.214644 6.340890 0
4.830740 1.105623 1
4.032495 3.924755 1
3.709556 6.733549 0
4.891364 4.503936 0
4.040348 4.504142 0
3.413827 1.989393 1
5.385686 6.217157 0
4.342985 4.358199 0
6.997556 4.421227 1
3.188156 6.713404 0
6.618957 3.855701 1
5.504248 3.482737 1
2.660677 2.247880 1
2.566693 2.353162 1
5.922754 6.513404 0
6.129880 3.001153 1
3.984466 4.936714 0
3.621061 6.901823 0
4.600805 5.378329 0
6.102417 4.726559 1
6.019068 5.218790 0
3.498600 2.447176 1
1.822675 5.587244 0
4.760858 3.867763 1
1.670496 2.404854 1
2.423824 3.077973 1
2.619943 5.657811 0
3.620037 5.069710 0
1.038243 5.891987 0
6.346095 5.481251 0
1.832904 2.401518 1
3.115334 1.943289 1
1.502113 4.423550 0
4.072521 2.318691 1
5.800665 6.730220 0
5.238372 3.465401 1
3.399417 6.574708 0
2.624129 3.349477 0
6.507517 4.232553 1
2.622541 1.152387 1
5.947189 6.571937 0
5.669134 5.653480 0
5.175208 1.225877 1
6.845605 3.140857 1
1.469946 4.242346 0
1.999520 4.063935 0
6.583227 4.217983 1
1.094179 4.001127 0
5.185736 3.571909 1
5.781012 4.871431 1
4.845525 3.819411 1
3.150060 5.312209 0
1.871297 3.358448 0
3.436230 2.515661 1
4.331746 5.232643 0
1.651594 6.775690 0
2.456924 6.916076 0
6.500079 5.611403 0
1.776557 3.728312 0
4.289341 6.497602 0
3.438998 6.140858 0
6.966036 6.737392 0
3.406580 1.455635 1
4.229609 1.918984 1
2.420219 2.144793 1
3.873884 1.082151 1
1.491828 1.158514 1
6.841006 5.027185 1
6.343564 4.301065 1
3.714813 2.186276 1
3.373069 3.009470 1
5.133432 1.166685 1
6.182830 5.997906 0
6.718455 3.883762 1
3.891151 3.149237 1
4.376110 3.339665 1
2.910096 1.109361 1
3.436309 1.275165 1
4.698600 6.644616 0
2.496115 2.184351 1
4.771131 6.077190 0
4.148136 3.978299 1
2.704691 4.028500 0
1.207998 3.359955 0
4.963886 1.126500 1
2.031738 5.187922 0
4.176749 4.483285 0
2.942308 2.887298 1
5.956576 1.635627 1
2.617403 2.914771 1
1.780340 3.722158 0
1.342356 3.854891 0
3.239873 3.567563 1
5.546859 3.030647 1
2.896832 1.063065 1
1.503567 3.290848 0
1.613159 5.484922 0
3.008988 6.326705 0
2.896216 4.265241 0
1.695044 4.913251 0
3.333023 6.261695 0
2.187553 5.153843 0
4.113392 4.166333 0
3.479845 3.738527 1
4.217806 3.926181 1
1.859902 1.768572 1
2.467816 2.980068 1
4.604335 1.785504 1
4.268685 3.220712 1
6.947063 1.938024 1
2.331668 3.352632 0
5.610177 1.231390 1
1.054440 4.856712 0
3.133751 6.904173 0
5.492330 6.215912 0
3.550499 1.550718 1
1.824490 5.212270 0
3.167594 5.925765 0
6.838057 1.808008 1
4.854307 1.320361 1
3.658324 3.855574 0
3.693200 6.027789 0
2.896248 2.004461 1
6.349786 5.069850 1
5.492599 1.656531 1
2.818343 4.737980 0
1.445858 5.643801 0
1.360417 4.686049 0
3.984945 2.383040 1
2.942755 6.264615 0
2.735282 5.132301 0
