3.592608 5.535597 0
4.539834 5.007207 0
4.859336 1.733423 1
2.899583 1.061869 1
5.065231 5.300720 0
3.462847 3.339986 1
1.379783 2.478059 1
6.312315 6.449693 0
5.135059 3.658963 1
2.848493 3.834230 0
1.482789 1.120825 1
5.526898 6.616477 0
5.197758 6.657482 0
5.589709 1.568185 1
6.503471 5.760735 0
5.647186 3.867145 1
3.873151 2.336043 1
5.428910 2.359758 1
6.917431 3.699860 1
3.680678 5.661830 0
5.655445 4.176381 1
5.952517 6.846827 0
2.486748 2.782036 1
4.082335 2.588342 1
6.874369 2.852565 1
1.596052 2.694322 0
4.606859 3.162739 1
2.211123 3.997104 0
5.640966 3.764823 1
4.214244 3.444589 1
1.592329 1.320833 1
1.466659 5.331081 0
1.149644 4.764254 0
6.549736 6.554333 0
1.163271 4.665098 0
3.505523 3.772536 1
5.621884 3.083075 1
2.362059 2.599704 1
5.434932 4.635388 1
6.629656 6.714350 0
3.411988 5.934850 0
6.267043 3.896371 1
3.301741 5.854559 0
6.944536 2.424057 1
4.046391 4.051098 0
6.039973 2.128152 1
5.947715 3.012493 1
4.387726 6.300646 0
3.396386 2.642854 1
6.572875 4.445144 1
4.087533 5.592963 0
5.659990 3.853280 1
4.334147 6.005788 0
1.640526 2.463218 0
6.678324 3.294439 1
5.308658 3.111940 1
5.239251 5.787582 0
1.719474 4.195245 0
3.031347 5.980873 0
4.511239 1.830951 1
2.074203 6.778728 0
1.429945 5.804298 0
5.293795 5.481068 0
2.130255 5.643060 0
5.227703 1.703490 1
5.220510 5.327897 0
5.100910 4.345707 1
4.976492 3.344913 1
5.832925 4.840514 1
2.387670 5.036295 0
6.687620 5.426360 0
3.615434 2.940727 1
5.432408 3.881109 1
5.259843 4.907769 0
4.993455 6.369783 0
3.114241 2.769723 1
2.150462 1.380605 1
5.894988 3.419017 1
6.388444 4.252175 1
6.272181 3.627241 1
5.620475 1.939437 1
4.065392 6.651147 0
3.769566 6.888838 0
2.865090 5.276633 0
3.842271 6.952637 0
3.919183 4.699379 0
4.937533 1.010176 1
1.180051 4.996692 0
3.048416 4.915205 0
3.801719 1.136007 1
1.091825 2.414641 1
4.016900 1.829062 1
4.037821 5.477009 0
2.663382 4.669166 0
1.411588 5.246944 0
1.021356 4.526612 0
5.817577 4.227925 1
1.908719 3.421987 0
2.646206 5.654754 0
2.309705 1.633715 1
5.902525 4.528868 1
5.950919 4.267598 1
2.078354 1.604166 1
3.839040 1.921911 1
6.290695 4.597991 1
3.885388 3.655596 1
1.531806 3.295033 0
3.444302 3.951013 1
3.178149 4.590910 0
6.558227 3.827656 1
6.288907 6.212950 0
5.769234 5.432982 0
6.074454 5.466593 0
1.835195 5.254679 0
4.480968 4.270843 0
6.844983 2.662501 1
5.561822 1.674000 1
2.101932 5.729201 0
1.599931 4.620323 0
5.715100 1.243448 1
3.953656 3.737101 1
4.469860 4.211039 1
6.779656 6.885335 0
4.424507 1.186788 1
1.911608 2.880527 1
4.196437 5.762076 0
3.209601 3.938401 1
3.246228 2.484301 1
1.592436 6.914268 0
5.568869 4.791252 1
5.928240 4.531876 1
2.369489 6.355538 0
6.767049 5.024227 1
5.876771 5.231246 0
3.566824 4.815908 0
5.225462 2.025620 1
4.306778 4.628860 0
3.235504 6.098275 0
5.861043 6.305644 0
5.767711 2.046535 1
3.118618 1.806203 1
3.899956 2.224443 1
5.541288 6.457169 0
6.999707 1.536378 1
2.827969 1.009002 1
4.222917 4.698262 0
6.932734 5.914144 0
2.889780 6.900593 0
3.200903 1.474082 1
3.481068 3.868244 0
6.357597 5.281597 1
4.565059 5.898013 0
1.254247 2.779012 0
5.832899 1.218584 1
2.365803 5.307648 0
5.740472 4.468921 1
2.865400 1.135226 1
4.176606 4.915607 0
5.032516 4.462926 1
5.245310 1.777542 1
3.906077 4.140751 0
2.720158 2.073000 1
2.273994 2.517060 1
5.361855 2.433012 1
5.841283 2.367230 1
4.948404 1.723697 1
6.181952 1.555379 1
4.634323 4.200772 1
3.248487 3.749231 1
6.364798 6.064028 0
2.464396 3.695488 1
1.431574 6.559030 0
6.177852 1.011637 1
5.707093 1.169247 1
6.320297 4.408539 1
1.447642 2.244882 1
2.398371 3.140746 1
1.591816 1.188571 1
1.334760 1.548228 1
2.811598 1.328488 1
4.418135 2.279871 1
6.259599 6.821935 0
4.800210 3.140447 1
4.548343 1.177461 1
6.315262 5.628658 0
5.406973 6.758898 0
5.884696 3.251878 1
3.872716 1.568272 1
2.820430 3.859530 0
3.627548 4.875024 0
2.563100 1.752173 1
5.778178 4.707069 1
1.549337 6.860873 0
3.733306 3.526504 1
1.226274 3.135278 1
3.135558 3.678007 0
1.894013 5.822211 0
3.031580 2.656445 1
2.974204 5.021953 0
3.130428 1.180818 1
